P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
M-BHE-59-035,Malarani,Surkhet,Mid-Western,0.00,0.05,5.76,2.69,4.23,0.03,0.0683,Lowest
M-KAR-63-019,MahabePattharkhola,Jumla,Mid-Western,0.00,0.03,4.95,7.81,6.38,0.03,0.0683,Lowest
M-KAR-63-020,Mahatgaun,Jumla,Mid-Western,0.00,0.04,4.95,7.81,6.38,0.03,0.0682,Lowest
M-KAR-64-024,Ramnakot,Kalikot,Mid-Western,0.00,0.04,6.88,8.76,7.82,0.03,0.0679,Lowest
M-KAR-63-018,Lihi(Rara),Jumla,Mid-Western,0.00,0.03,4.95,7.81,6.38,0.03,0.0676,Lowest
M-KAR-63-017,Labhra,Jumla,Mid-Western,0.00,0.03,4.95,7.81,6.38,0.03,0.0676,Lowest
W-DHA-43-022,Malkwang,Myagdi,Western,0.00,0.01,1.50,2.69,2.10,0.03,0.0676,Lowest
M-BHE-61-028,Suwanauli,Jajarkot,Mid-Western,0.00,0.03,8.85,8.46,8.65,0.03,0.0672,Lowest
M-KAR-62-015,Phoksundo,Dolpa,Mid-Western,0.00,0.01,4.86,8.57,6.71,0.03,0.0672,Lowest
M-BHE-59-004,Bajedichaur,Surkhet,Mid-Western,0.00,0.04,5.76,2.69,4.23,0.03,0.0670,Lowest
M-KAR-64-002,Chapre,Kalikot,Mid-Western,0.00,0.04,6.88,8.76,7.82,0.03,0.0669,Lowest
M-BHE-60-029,Lakuri,Dailekh,Mid-Western,0.00,0.04,7.71,7.59,7.65,0.03,0.0669,Lowest
M-BHE-60-005,Baluwatar,Dailekh,Mid-Western,0.00,0.04,7.71,7.59,7.65,0.03,0.0668,Lowest
M-KAR-65-023,ShreeNagar,Mugu,Mid-Western,0.00,0.04,5.00,4.47,4.74,0.03,0.0667,Lowest
M-BHE-60-042,Piladi,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0664,Lowest
W-DHA-43-017,Jhin,Myagdi,Western,0.00,0.01,1.50,2.69,2.10,0.03,0.0664,Lowest
E-MEC-01-018,Lingtep,Taplejung,Eastern,0.00,0.02,4.12,3.03,3.58,0.03,0.0664,Lowest
M-KAR-63-013,Kalikakhetu,Jumla,Mid-Western,0.00,0.03,4.95,7.81,6.38,0.03,0.0663,Lowest
E-KOS-07-016,Faksib,Dhankuta,Eastern,0.00,0.02,4.07,3.38,3.72,0.03,0.0663,Lowest
M-BHE-61-023,Ramidanda,Jajarkot,Mid-Western,0.00,0.02,8.85,8.46,8.65,0.03,0.0661,Lowest
F-SET-67-003,Bai,Bajura,Far-Western,0.00,0.03,8.08,8.80,8.44,0.03,0.0661,Lowest
M-KAR-65-007,Karkibada,Mugu,Mid-Western,0.00,0.04,5.00,4.47,4.74,0.03,0.0660,Lowest
E-MEC-01-012,Khamlung,Taplejung,Eastern,0.00,0.02,4.12,3.03,3.58,0.03,0.0660,Lowest
E-KOS-09-012,Keemathnka,Sankhuwasabha,Eastern,0.00,0.00,3.21,5.23,4.22,0.03,0.0660,Lowest
M-KAR-64-021,Phoi Mahadev,Kalikot,Mid-Western,0.00,0.04,6.88,8.76,7.82,0.03,0.0659,Lowest
M-BHE-60-010,Bindyabasini,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0656,Lowest
M-KAR-63-022,Malikathota,Jumla,Mid-Western,0.00,0.04,4.95,7.81,6.38,0.03,0.0656,Lowest
M-KAR-63-023,Narakot,Jumla,Mid-Western,0.00,0.04,4.95,7.81,6.38,0.03,0.0653,Lowest
F-SET-67-013,Jagannath,Bajura,Far-Western,0.00,0.04,8.08,8.80,8.44,0.03,0.0653,Lowest
F-SET-67-016,Jukot,Bajura,Far-Western,0.00,0.03,8.08,8.80,8.44,0.03,0.0651,Lowest
M-KAR-64-004,Dahafatgaun,Kalikot,Mid-Western,0.00,0.05,6.88,8.76,7.82,0.03,0.0650,Lowest
M-RAP-55-035,Nigalchula,Salyan,Mid-Western,0.00,0.02,6.38,7.35,6.86,0.03,0.0650,Lowest
M-KAR-62-020,Sarmi,Dolpa,Mid-Western,0.00,0.02,4.86,8.57,6.71,0.03,0.0645,Lowest
M-KAR-62-016,Raha,Dolpa,Mid-Western,0.00,0.01,4.86,8.57,6.71,0.03,0.0641,Lowest
M-BHE-60-019,Jaganath,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0638,Lowest
M-KAR-64-006,Gela,Kalikot,Mid-Western,0.00,0.04,6.88,8.76,7.82,0.03,0.0635,Lowest
M-BHE-60-034,Mehaltoli,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0634,Lowest
M-KAR-66-015,Maila,Humla,Mid-Western,0.00,0.05,5.00,10.00,7.50,0.03,0.0633,Lowest
M-KAR-63-005,Chhumchaur,Jumla,Mid-Western,0.00,0.03,4.95,7.81,6.38,0.03,0.0630,Lowest
M-KAR-62-007,Kalika,Dolpa,Mid-Western,0.00,0.01,4.86,8.57,6.71,0.03,0.0629,Lowest
M-BHE-60-041,Pagnath,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0628,Lowest
M-KAR-63-014,Kanakasundari,Jumla,Mid-Western,0.00,0.03,4.95,7.81,6.38,0.03,0.0627,Lowest
M-BHE-60-003,Bada Khola,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0627,Lowest
M-KAR-63-006,Depalgaun,Jumla,Mid-Western,0.00,0.02,4.95,7.81,6.38,0.03,0.0627,Lowest
M-BHE-60-013,Chauratha,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0625,Lowest
E-MEC-01-049,Tiringe,Taplejung,Eastern,0.00,0.02,4.12,3.03,3.58,0.03,0.0618,Lowest
M-KAR-65-019,Ruga,Mugu,Mid-Western,0.00,0.04,5.00,4.47,4.74,0.03,0.0617,Lowest
M-KAR-66-017,Mimi,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.03,0.0616,Lowest
M-BHE-60-039,Odhari,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0612,Lowest
M-KAR-66-025,Simikot,Humla,Mid-Western,0.00,0.04,5.00,10.00,7.50,0.03,0.0610,Lowest
M-KAR-63-002,Birat,Jumla,Mid-Western,0.00,0.04,4.95,7.81,6.38,0.03,0.0609,Lowest
M-KAR-66-005,Darma,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.03,0.0609,Lowest
M-KAR-66-027,Thehe,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.03,0.0608,Lowest
M-BHE-59-026,Kaprichaur,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0607,Lowest
M-BHE-59-001,Agragaun,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0605,Lowest
M-BHE-59-041,Rajena,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0605,Lowest
M-BHE-60-018,Goganpani,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0602,Lowest
M-KAR-62-009,Lawan,Dolpa,Mid-Western,0.00,0.01,4.86,8.57,6.71,0.03,0.0601,Lowest
M-KAR-63-015,KartikSwami,Jumla,Mid-Western,0.00,0.02,4.95,7.81,6.38,0.03,0.0600,Lowest
M-BHE-59-018,Ghoreta,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0598,Lowest
M-BHE-60-048,Room,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0597,Lowest
M-KAR-66-011,Kharpunath,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.03,0.0594,Lowest
M-KAR-63-010,GhodeMahadev,Jumla,Mid-Western,0.00,0.02,4.95,7.81,6.38,0.03,0.0592,Lowest
M-BHE-60-008,Belpata,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0589,Lowest
M-BHE-59-038,Neta,Surkhet,Mid-Western,0.00,0.04,5.76,2.69,4.23,0.03,0.0587,Lowest
M-BHE-60-022,Kalika,Dailekh,Mid-Western,0.00,0.03,7.71,7.59,7.65,0.03,0.0587,Lowest
M-BHE-59-027,Khanikholla,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0585,Lowest
F-SET-67-005,Bichhaiyan,Bajura,Far-Western,0.00,0.03,8.08,8.80,8.44,0.03,0.0582,Lowest
M-BHE-59-024,Kalyan,Surkhet,Mid-Western,0.00,0.04,5.76,2.69,4.23,0.03,0.0582,Lowest
E-MEC-01-004,Change,Taplejung,Eastern,0.00,0.01,4.12,3.03,3.58,0.03,0.0582,Lowest
M-KAR-64-001,Badalkot,Kalikot,Mid-Western,0.00,0.03,6.88,8.76,7.82,0.03,0.0580,Lowest
M-KAR-65-010,Mangri,Mugu,Mid-Western,0.00,0.03,5.00,4.47,4.74,0.03,0.0579,Lowest
M-KAR-62-013,Narku,Dolpa,Mid-Western,0.00,0.02,4.86,8.57,6.71,0.03,0.0576,Lowest
M-KAR-64-007,Jubika,Kalikot,Mid-Western,0.00,0.02,6.88,8.76,7.82,0.03,0.0574,Lowest
M-BHE-59-044,Ranibas,Surkhet,Mid-Western,0.00,0.04,5.76,2.69,4.23,0.03,0.0572,Lowest
M-KAR-66-009,Kalika,Humla,Mid-Western,0.00,0.03,5.00,10.00,7.50,0.03,0.0565,Lowest
M-BHE-59-014,Dharapani,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0562,Lowest
M-KAR-62-017,Rimi,Dolpa,Mid-Western,0.00,0.01,4.86,8.57,6.71,0.03,0.0556,Lowest
M-BHE-60-009,Bhawani,Dailekh,Mid-Western,0.00,0.02,7.71,7.59,7.65,0.03,0.0553,Lowest
M-KAR-66-020,Rodikot,Humla,Mid-Western,0.00,0.03,5.00,10.00,7.50,0.03,0.0552,Lowest
F-SET-67-025,Rugin,Bajura,Far-Western,0.00,0.03,8.08,8.80,8.44,0.03,0.0550,Lowest
M-BHE-59-002,Awalching,Surkhet,Mid-Western,0.00,0.02,5.76,2.69,4.23,0.03,0.0545,Lowest
M-KAR-65-022,Shreekot,Mugu,Mid-Western,0.00,0.04,5.00,4.47,4.74,0.03,0.0543,Lowest
M-KAR-63-021,Malikabota,Jumla,Mid-Western,0.00,0.02,4.95,7.81,6.38,0.03,0.0538,Lowest
M-KAR-66-021,Sarkeedeu,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.03,0.0537,Lowest
M-KAR-65-021,Seri,Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.03,0.0537,Lowest
M-KAR-65-016,Rara(Gilas),Mugu,Mid-Western,0.00,0.01,5.00,4.47,4.74,0.03,0.0533,Lowest
M-KAR-65-024,Sukhadhik,Mugu,Mid-Western,0.00,0.03,5.00,4.47,4.74,0.03,0.0527,Lowest
M-BHE-59-012,Dandakhali,Surkhet,Mid-Western,0.00,0.03,5.76,2.69,4.23,0.03,0.0524,Lowest
M-BHE-60-038,Naumule,Dailekh,Mid-Western,0.00,0.02,7.71,7.59,7.65,0.03,0.0518,Lowest
M-KAR-66-026,Syada,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.03,0.0515,Lowest
W-GAN-41-005,Ghyaru,Manang,Western,0.01,0.00,4.44,2.75,3.60,0.02,0.0512,Lowest
M-KAR-66-008,Jaira,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.02,0.0509,Lowest
E-MEC-01-026,Olangchunggola,Taplejung,Eastern,0.00,0.00,4.12,3.03,3.58,0.02,0.0507,Lowest
M-KAR-65-006,Jima,Mugu,Mid-Western,0.00,0.03,5.00,4.47,4.74,0.02,0.0505,Lowest
M-KAR-66-004,Dandafaya,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.02,0.0502,Lowest
M-BHE-59-039,Pamka,Surkhet,Mid-Western,0.00,0.02,5.76,2.69,4.23,0.02,0.0500,Lowest
M-KAR-66-019,Raya,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.02,0.0497,Lowest
M-KAR-65-004,Gumtha,Mugu,Mid-Western,0.00,0.03,5.00,4.47,4.74,0.02,0.0485,Lowest
M-KAR-65-011,Mugu,Mugu,Mid-Western,0.00,0.01,5.00,4.47,4.74,0.02,0.0479,Lowest
M-BHE-59-016,Garpan,Surkhet,Mid-Western,0.00,0.02,5.76,2.69,4.23,0.02,0.0467,Lowest
M-KAR-63-003,Buvramadichaur,Jumla,Mid-Western,0.00,0.01,4.95,7.81,6.38,0.02,0.0464,Lowest
M-KAR-66-012,Lali,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.02,0.0460,Lowest
M-KAR-65-015,Pulu,Mugu,Mid-Western,0.00,0.01,5.00,4.47,4.74,0.02,0.0456,Lowest
M-KAR-66-013,Limi,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0451,Lowest
M-KAR-65-009,Kotdanda,Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.02,0.0449,Lowest
M-KAR-66-014,Madana,Humla,Mid-Western,0.00,0.02,5.00,10.00,7.50,0.02,0.0446,Lowest
M-KAR-65-002,Dhainakot,Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.02,0.0435,Lowest
M-KAR-65-003,Dolphu,Mugu,Mid-Western,0.00,0.00,5.00,4.47,4.74,0.02,0.0424,Lowest
M-KAR-65-020,Rumale(Khaumale),Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.02,0.0419,Lowest
M-KAR-65-013,Photu,Mugu,Mid-Western,0.00,0.01,5.00,4.47,4.74,0.02,0.0414,Lowest
M-KAR-66-007,Hepka,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0411,Lowest
M-KAR-65-005,Hyanglu,Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.02,0.0410,Lowest
M-KAR-66-024,ShreeNagar,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0403,Lowest
M-KAR-66-010,Khagalgaun,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0403,Lowest
M-KAR-66-003,Chhipra,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0400,Lowest
M-KAR-65-017,RaraKalai,Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.02,0.0398,Lowest
M-KAR-66-006,Gothi,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0397,Lowest
M-BHE-59-045,Ratudevistan,Surkhet,Mid-Western,0.00,0.02,5.76,2.69,4.23,0.02,0.0393,Lowest
M-KAR-66-001,Baraigaun,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0393,Lowest
M-KAR-66-022,Saya(Sama),Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0382,Lowest
M-KAR-65-012,Natharpu,Mugu,Mid-Western,0.00,0.02,5.00,4.47,4.74,0.02,0.0374,Lowest
M-KAR-66-016,Melchham,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0373,Lowest
M-KAR-65-001,Bhiyee,Mugu,Mid-Western,0.00,0.01,5.00,4.47,4.74,0.02,0.0369,Lowest
M-KAR-65-008,Kimari,Mugu,Mid-Western,0.00,0.01,5.00,4.47,4.74,0.02,0.0346,Lowest
M-KAR-66-002,Bargaun,Humla,Mid-Western,0.00,0.01,5.00,10.00,7.50,0.02,0.0327,Lowest
F-SET-70-013,DipayalSilgadhiN.P.,Doti,Far-Western,0.00,0.24,8.77,8.26,8.52,0.00,0.0000,Lowest
M-BHE-57-032,NepalgunjN.P.,Banke,Mid-Western,0.00,0.74,6.60,8.17,7.39,0.00,0.0000,Lowest
F-SET-69-047,Mangalsen,Achham,Far-Western,0.00,0.11,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-067,Soukat,Achham,Far-Western,0.00,0.07,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-017,Kailashmandau,Bajura,Far-Western,0.00,0.10,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-059,Ramarosan,Achham,Far-Western,0.00,0.06,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-023,Martadi,Bajura,Far-Western,0.00,0.09,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-026,Dhungachalna,Achham,Far-Western,0.00,0.06,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-012,Binayak,Achham,Far-Western,0.00,0.06,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-004,Barhabise,Bajura,Far-Western,0.00,0.09,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-030,Hichma,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-066,Siudi,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-056,Payal,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-019,Kolti,Bajura,Far-Western,0.00,0.07,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-024,Dhodasain,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-043,Kushkot,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-010,Bhatakatiya,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-021,Kuldeumadau,Bajura,Far-Western,0.00,0.07,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-062,Risidaha,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-058,Rahaph,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-024,Pandusain,Bajura,Far-Western,0.00,0.07,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-70-049,Toleni,Doti,Far-Western,0.00,0.06,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-010,Daud,Doti,Far-Western,0.00,0.06,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-004,Baradadevi,Achham,Far-Western,0.00,0.05,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-019,Darna,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-009,Bhairavsthan,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-006,Bramhatola,Bajura,Far-Western,0.00,0.07,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-70-048,Tikhatar,Doti,Far-Western,0.00,0.06,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-041,Kuika,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-028,Khatiwada,Doti,Far-Western,0.00,0.06,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-003,Barchhen,Doti,Far-Western,0.00,0.06,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-006,Batulasen,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-065,Siddheswor,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-074,Walant,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-073,Turmakhad,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-021,Dhakari,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-071,Toli,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-007,Bayala,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-040,Khodasadevi,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-045,Lungra,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-023,Dhamali,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-052,Nandegada,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-024,Kalikasthan,Doti,Far-Western,0.00,0.05,8.77,8.26,8.52,0.00,0.0000,Lowest
M-BHE-57-002,Banakatawa,Banke,Mid-Western,0.00,0.19,6.60,8.17,7.39,0.00,0.0000,Lowest
F-SET-69-075,Warla,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-005,Basti,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-033,Latamandau,Doti,Far-Western,0.00,0.05,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-67-015,Jugada,Bajura,Far-Western,0.00,0.05,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-068,Sutar,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-002,Banlek,Doti,Far-Western,0.00,0.05,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-005,Bhumirajmadau,Doti,Far-Western,0.00,0.05,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-034,LaxmiNagar,Doti,Far-Western,0.00,0.05,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-037,Mudabhara,Doti,Far-Western,0.00,0.05,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-67-012,Gudukhati,Bajura,Far-Western,0.00,0.05,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-036,Kalekanda,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-027,Tolidewal,Bajura,Far-Western,0.00,0.05,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-050,Mashtamandaun,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-038,Kalikasthan,Achham,Far-Western,0.00,0.04,8.45,9.21,8.83,0.00,0.0000,Lowest
M-BHE-60-012,Chamunda,Dailekh,Mid-Western,0.00,0.12,7.71,7.59,7.65,0.00,0.0000,Lowest
F-SET-69-054,Oligaun,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-032,Janalibandali,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-013,Bindhyabasini,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
M-KAR-64-013,Manma,Kalikot,Mid-Western,0.00,0.09,6.88,8.76,7.82,0.00,0.0000,Lowest
F-SET-70-031,Lamikhal,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-042,Kuntibandali,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-041,Pokhari,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-057,Pulletala,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-025,Dhudharukot,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-050,Wagalek,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-030,Ladagada,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-68-022,Khiratadi,Bajhang,Far-Western,0.00,0.08,8.74,7.05,7.89,0.00,0.0000,Lowest
F-SET-70-001,BanjaKakani,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-037,Kalika,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-67-009,Dahakot,Bajura,Far-Western,0.00,0.05,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-70-020,Girichauka,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-008,Chhatiwan,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-70-011,Ghanghalgau,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-67-001,Atichaur,Bajura,Far-Western,0.00,0.04,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-70-035,Mahadevsthan,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-003,Bannatoli,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-014,Durgamadau,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-68-013,Deulikot,Bajhang,Far-Western,0.00,0.08,8.74,7.05,7.89,0.00,0.0000,Lowest
F-SET-69-034,Jupu,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-015,Budhakot,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-014,Birpath,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-026,Kapalleki,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-051,Nada,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-051,Warpata,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-060,Raniban,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-055,Patalkot,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-70-022,Kadamadaun,Doti,Far-Western,0.00,0.04,8.77,8.26,8.52,0.00,0.0000,Lowest
F-SET-69-001,Babala,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-063,Santada,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-68-045,Sunkuda,Bajhang,Far-Western,0.00,0.07,8.74,7.05,7.89,0.00,0.0000,Lowest
F-SET-67-007,Budhiganga,Bajura,Far-Western,0.00,0.04,8.08,8.80,8.44,0.00,0.0000,Lowest
F-SET-69-011,Bhuli,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-064,Sera,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
F-SET-69-035,Kalagaun,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
M-BHE-57-001,Bageswari,Banke,Mid-Western,0.00,0.13,6.60,8.17,7.39,0.00,0.0000,Lowest
F-MAH-73-013,Jogbudha,Dadeldhura,Far-Western,0.00,0.22,8.09,5.89,6.99,0.00,0.0000,Lowest
F-SET-69-069,Thanti,Achham,Far-Western,0.00,0.03,8.45,9.21,8.83,0.00,0.0000,Lowest
