P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
C-JAN-18-065,Sandha,Mahottari,Central,0.12,0.05,4.33,8.62,6.48,0.33,0.6671,Medium-Low
C-JAN-17-049,Jhatiyahi,Dhanusa,Central,0.10,0.05,4.78,7.70,6.24,0.32,0.6662,Medium-Low
C-JAN-17-034,DubarikotHathalekha,Dhanusa,Central,0.08,0.07,4.78,7.70,6.24,0.32,0.6650,Medium-Low
C-JAN-17-057,Labatoli,Dhanusa,Central,0.10,0.05,4.78,7.70,6.24,0.32,0.6636,Medium-Low
C-NAR-33-009,Bahuari,Bara,Central,0.11,0.05,4.93,7.20,6.06,0.32,0.6632,Medium-Low
C-JAN-17-071,Mukhiyapattimushargiya,Dhanusa,Central,0.07,0.08,4.78,7.70,6.24,0.32,0.6627,Medium-Low
W-LUM-48-057,Ramnagar,Nawalparasi,Western,0.05,0.16,5.61,3.51,4.56,0.32,0.6588,Medium-Low
C-JAN-20-031,Ladabhir(Mahendra),Sindhuli,Central,0.08,0.07,5.19,6.55,5.87,0.32,0.6577,Medium-Low
C-NAR-33-019,Bhagawanpur,Bara,Central,0.10,0.05,4.93,7.20,6.06,0.32,0.6574,Medium-Low
C-NAR-34-060,ParsauniMatha,Parsa,Central,0.10,0.06,4.85,6.07,5.46,0.32,0.6568,Medium-Low
C-NAR-32-004,Badharwa,Rautahat,Central,0.10,0.05,4.38,9.14,6.76,0.32,0.6565,Medium-Low
C-NAR-33-096,Telkuwa,Bara,Central,0.10,0.06,4.93,7.20,6.06,0.32,0.6561,Medium-Low
C-JAN-17-072,Nagaraeen,Dhanusa,Central,0.08,0.06,4.78,7.70,6.24,0.32,0.6554,Medium-Low
C-NAR-33-066,Motisar,Bara,Central,0.10,0.05,4.93,7.20,6.06,0.32,0.6553,Medium-Low
C-NAR-34-024,Deukhana,Parsa,Central,0.12,0.05,4.85,6.07,5.46,0.32,0.6549,Medium-Low
W-GAN-38-037,Ramjakot,Tanahu,Western,0.13,0.05,6.43,4.04,5.24,0.32,0.6549,Medium-Low
C-NAR-32-058,Malahi,Rautahat,Central,0.16,0.03,4.38,9.14,6.76,0.32,0.6541,Medium-Low
C-NAR-34-012,BeriyaBirta,Parsa,Central,0.11,0.05,4.85,6.07,5.46,0.32,0.6537,Medium-Low
W-LUM-48-034,Kudiya,Nawalparasi,Western,0.07,0.10,5.61,3.51,4.56,0.32,0.6535,Medium-Low
E-SAG-16-068,Madar,Siraha,Eastern,0.06,0.09,3.06,7.97,5.52,0.32,0.6533,Medium-Low
C-NAR-32-062,Matsari,Rautahat,Central,0.11,0.04,4.38,9.14,6.76,0.32,0.6533,Medium-Low
C-JAN-19-029,Dumariya,Sarlahi,Central,0.11,0.05,4.21,8.35,6.28,0.32,0.6523,Medium-Low
C-JAN-17-006,Bahuarba,Dhanusa,Central,0.10,0.05,4.78,7.70,6.24,0.32,0.6520,Medium-Low
C-JAN-17-044,Harine,Dhanusa,Central,0.10,0.05,4.78,7.70,6.24,0.32,0.6518,Medium-Low
C-NAR-34-040,KauwabanKataiya,Parsa,Central,0.12,0.05,4.85,6.07,5.46,0.32,0.6515,Medium-Low
C-NAR-32-055,Lokaha,Rautahat,Central,0.10,0.05,4.38,9.14,6.76,0.32,0.6515,Medium-Low
C-JAN-19-066,Mirjapur,Sarlahi,Central,0.11,0.05,4.21,8.35,6.28,0.32,0.6504,Medium-Low
C-JAN-18-014,Bhatauliya,Mahottari,Central,0.10,0.05,4.33,8.62,6.48,0.32,0.6502,Medium-Low
C-NAR-33-055,Khutwajabdi,Bara,Central,0.11,0.05,4.93,7.20,6.06,0.32,0.6502,Medium-Low
C-NAR-34-043,LalParsa,Parsa,Central,0.13,0.05,4.85,6.07,5.46,0.32,0.6496,Medium-Low
W-LUM-48-012,DawanneDevi,Nawalparasi,Western,0.05,0.14,5.61,3.51,4.56,0.32,0.6495,Medium-Low
C-JAN-21-042,Pritee,Ramechhap,Central,0.09,0.05,7.16,6.06,6.61,0.32,0.6494,Medium-Low
C-NAR-34-059,ParsauniBirta,Parsa,Central,0.11,0.05,4.85,6.07,5.46,0.32,0.6492,Medium-Low
C-JAN-21-049,Salupati,Ramechhap,Central,0.13,0.04,7.16,6.06,6.61,0.32,0.6491,Medium-Low
C-JAN-17-099,TulsiyaniJabdi,Dhanusa,Central,0.08,0.06,4.78,7.70,6.24,0.32,0.6479,Medium-Low
C-NAR-34-003,Auraha,Parsa,Central,0.10,0.06,4.85,6.07,5.46,0.32,0.6477,Medium-Low
W-GAN-38-033,Manpang,Tanahu,Western,0.09,0.07,6.43,4.04,5.24,0.32,0.6477,Medium-Low
C-NAR-32-036,Hajminiya,Rautahat,Central,0.10,0.05,4.38,9.14,6.76,0.32,0.6473,Medium-Low
W-LUM-49-052,Parroha,Rupandehi,Western,0.02,0.26,7.81,2.95,5.38,0.32,0.6473,Medium-Low
C-NAR-33-085,Raghunathpur,Bara,Central,0.10,0.05,4.93,7.20,6.06,0.31,0.6457,Medium-Low
C-NAR-33-029,Chhatawa,Bara,Central,0.09,0.06,4.93,7.20,6.06,0.31,0.6457,Medium-Low
C-NAR-34-018,Bindabasini,Parsa,Central,0.11,0.05,4.85,6.07,5.46,0.31,0.6449,Medium-Low
C-NAR-33-097,Tetariya,Bara,Central,0.15,0.03,4.93,7.20,6.06,0.31,0.6449,Medium-Low
C-NAR-34-068,Samjhauta,Parsa,Central,0.08,0.07,4.85,6.07,5.46,0.31,0.6447,Medium-Low
C-NAR-33-032,DharmaNagar,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.31,0.6441,Medium-Low
W-GAN-38-031,Kyamin,Tanahu,Western,0.11,0.05,6.43,4.04,5.24,0.31,0.6437,Medium-Low
C-NAR-32-006,BahuwaMadanpur,Rautahat,Central,0.18,0.02,4.38,9.14,6.76,0.31,0.6436,Medium-Low
C-JAN-18-069,Simardahi,Mahottari,Central,0.09,0.05,4.33,8.62,6.48,0.31,0.6436,Medium-Low
W-LUM-49-043,Makrahar,Rupandehi,Western,0.03,0.17,7.81,2.95,5.38,0.31,0.6435,Medium-Low
C-JAN-17-075,NauwakhorPrashahi,Dhanusa,Central,0.10,0.05,4.78,7.70,6.24,0.31,0.6434,Medium-Low
C-JAN-17-088,Siddha,Dhanusa,Central,0.09,0.05,4.78,7.70,6.24,0.31,0.6434,Medium-Low
C-NAR-34-054,Mudali,Parsa,Central,0.09,0.06,4.85,6.07,5.46,0.31,0.6426,Medium-Low
C-NAR-33-049,Kabahijabdi,Bara,Central,0.12,0.04,4.93,7.20,6.06,0.31,0.6423,Medium-Low
C-NAR-33-041,Hariharpur,Bara,Central,0.09,0.06,4.93,7.20,6.06,0.31,0.6410,Medium-Low
C-NAR-33-011,Bandhuwan,Bara,Central,0.10,0.05,4.93,7.20,6.06,0.31,0.6409,Medium-Low
C-NAR-34-027,Gadi,Parsa,Central,0.13,0.04,4.85,6.07,5.46,0.31,0.6408,Medium-Low
C-NAR-32-026,FatuhaMaheshpur,Rautahat,Central,0.10,0.05,4.38,9.14,6.76,0.31,0.6408,Medium-Low
C-NAR-34-061,Pidariguthi,Parsa,Central,0.11,0.05,4.85,6.07,5.46,0.31,0.6408,Medium-Low
W-GAN-38-043,Shyamgha,Tanahu,Western,0.12,0.05,6.43,4.04,5.24,0.31,0.6400,Medium-Low
C-NAR-32-083,RampurKhap,Rautahat,Central,0.08,0.05,4.38,9.14,6.76,0.31,0.6397,Medium-Low
C-NAR-33-072,Patharhati,Bara,Central,0.10,0.05,4.93,7.20,6.06,0.31,0.6382,Medium-Low
C-NAR-34-072,SirsiyaKhalwatola,Parsa,Central,0.09,0.06,4.85,6.07,5.46,0.31,0.6380,Medium-Low
C-JAN-21-036,NagaDaha,Ramechhap,Central,0.12,0.04,7.16,6.06,6.61,0.31,0.6378,Medium-Low
C-NAR-34-038,Jeetpur,Parsa,Central,0.10,0.05,4.85,6.07,5.46,0.31,0.6373,Medium-Low
C-NAR-33-040,Hardiya,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.31,0.6370,Medium-Low
C-JAN-20-020,Jarayotar,Sindhuli,Central,0.07,0.07,5.19,6.55,5.87,0.31,0.6370,Medium-Low
E-SAG-14-017,Katari,Udayapur,Eastern,0.05,0.20,2.56,4.04,3.30,0.31,0.6369,Medium-Low
W-LUM-48-046,Pakalihawa,Nawalparasi,Western,0.06,0.11,5.61,3.51,4.56,0.31,0.6364,Medium-Low
C-JAN-17-047,Itaharwa,Dhanusa,Central,0.09,0.05,4.78,7.70,6.24,0.31,0.6358,Medium-Low
E-SAG-16-003,Asanpur,Siraha,Eastern,0.04,0.13,3.06,7.97,5.52,0.31,0.6352,Medium-Low
W-GAN-38-045,Tanahusur,Tanahu,Western,0.19,0.03,6.43,4.04,5.24,0.31,0.6352,Medium-Low
C-NAR-33-038,Golaganj,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.31,0.6341,Medium-Low
C-JAN-19-061,Madhubani,Sarlahi,Central,0.11,0.04,4.21,8.35,6.28,0.31,0.6336,Medium-Low
C-JAN-17-067,Manshingpatti,Dhanusa,Central,0.10,0.04,4.78,7.70,6.24,0.31,0.6325,Medium-Low
W-LUM-48-073,Tribenisusta,Nawalparasi,Western,0.06,0.10,5.61,3.51,4.56,0.31,0.6324,Medium-Low
W-GAN-37-027,Gaunshahar,Lamjung,Western,0.09,0.07,5.98,3.20,4.59,0.31,0.6324,Medium-Low
C-NAR-32-061,Mathiya,Rautahat,Central,0.07,0.06,4.38,9.14,6.76,0.31,0.6319,Medium-Low
C-NAR-34-048,Mahuwan,Parsa,Central,0.11,0.05,4.85,6.07,5.46,0.31,0.6316,Medium-Low
W-LUM-50-040,Kapilbastu N. P.,Kapilbastu,Western,0.01,0.31,6.84,6.64,6.74,0.31,0.6303,Medium-Low
C-JAN-17-011,Baniniya,Dhanusa,Central,0.12,0.04,4.78,7.70,6.24,0.31,0.6301,Medium-Low
C-NAR-33-098,Uchidiha,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.31,0.6300,Medium-Low
C-NAR-32-051,Khesarhiya,Rautahat,Central,0.14,0.03,4.38,9.14,6.76,0.31,0.6295,Medium-Low
C-NAR-33-013,Barainiya,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.31,0.6291,Medium-Low
C-NAR-32-001,Ajagabi,Rautahat,Central,0.11,0.04,4.38,9.14,6.76,0.31,0.6290,Medium-Low
C-JAN-17-092,SugaMadhukarahi,Dhanusa,Central,0.10,0.05,4.78,7.70,6.24,0.31,0.6290,Medium-Low
W-LUM-49-033,Karahiya,Rupandehi,Western,0.03,0.19,7.81,2.95,5.38,0.31,0.6286,Medium-Low
E-SAG-16-034,Fulbariya,Siraha,Eastern,0.05,0.10,3.06,7.97,5.52,0.31,0.6285,Medium-Low
C-NAR-34-042,Lakhanpur,Parsa,Central,0.10,0.05,4.85,6.07,5.46,0.31,0.6283,Medium-Low
C-NAR-33-079,PipradhiGoth,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.31,0.6280,Medium-Low
C-JAN-17-058,Lagmagadhaguthi,Dhanusa,Central,0.08,0.05,4.78,7.70,6.24,0.31,0.6279,Medium-Low
E-SAG-16-001,Arnamalalpur,Siraha,Eastern,0.05,0.09,3.06,7.97,5.52,0.31,0.6276,Medium-Low
W-GAN-38-027,Khairenitar,Tanahu,Western,0.05,0.11,6.43,4.04,5.24,0.31,0.6275,Medium-Low
C-JAN-17-050,JhojhiKataiya,Dhanusa,Central,0.10,0.04,4.78,7.70,6.24,0.31,0.6274,Medium-Low
C-NAR-33-063,Majhariya,Bara,Central,0.10,0.05,4.93,7.20,6.06,0.31,0.6269,Medium-Low
C-JAN-21-017,Farpu,Ramechhap,Central,0.20,0.02,7.16,6.06,6.61,0.31,0.6260,Medium-Low
C-JAN-17-024,ChoraKoilpur,Dhanusa,Central,0.09,0.05,4.78,7.70,6.24,0.31,0.6259,Medium-Low
C-JAN-21-008,Bijulikot,Ramechhap,Central,0.08,0.05,7.16,6.06,6.61,0.30,0.6247,Medium-Low
C-NAR-32-022,Dharhari,Rautahat,Central,0.14,0.03,4.38,9.14,6.76,0.30,0.6247,Medium-Low
W-GAN-38-030,Kotdarbar,Tanahu,Western,0.10,0.06,6.43,4.04,5.24,0.30,0.6246,Medium-Low
C-JAN-18-007,BanauliDonauli,Mahottari,Central,0.09,0.05,4.33,8.62,6.48,0.30,0.6241,Medium-Low
E-SAG-16-021,BishnupurPra.Ma.,Siraha,Eastern,0.10,0.05,3.06,7.97,5.52,0.30,0.6231,Medium-Low
C-NAR-32-079,Rajdevi,Rautahat,Central,0.09,0.05,4.38,9.14,6.76,0.30,0.6230,Medium-Low
C-JAN-17-069,Mithileswormauwahi,Dhanusa,Central,0.11,0.04,4.78,7.70,6.24,0.30,0.6225,Medium-Low
C-NAR-34-002,Amarpatti,Parsa,Central,0.10,0.05,4.85,6.07,5.46,0.30,0.6216,Medium-Low
C-BAG-29-007,Goljung,Rasuwa,Central,0.42,0.01,5.46,7.86,6.66,0.30,0.6211,Medium-Low
C-JAN-21-046,Rampur,Ramechhap,Central,0.10,0.04,7.16,6.06,6.61,0.30,0.6194,Medium-Low
W-LUM-49-035,Kerbani,Rupandehi,Western,0.03,0.15,7.81,2.95,5.38,0.30,0.6192,Medium-Low
C-JAN-19-002,Arnaha,Sarlahi,Central,0.11,0.04,4.21,8.35,6.28,0.30,0.6192,Medium-Low
W-GAN-38-019,Dhorfirdi,Tanahu,Western,0.04,0.12,6.43,4.04,5.24,0.30,0.6188,Medium-Low
C-NAR-34-015,Bhedihari,Parsa,Central,0.09,0.06,4.85,6.07,5.46,0.30,0.6187,Medium-Low
C-JAN-19-097,Sudama,Sarlahi,Central,0.10,0.04,4.21,8.35,6.28,0.30,0.6185,Medium-Low
C-NAR-34-033,Harpatgunj,Parsa,Central,0.11,0.05,4.85,6.07,5.46,0.30,0.6178,Medium-Low
C-NAR-33-018,Benauli,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.30,0.6173,Medium-Low
C-NAR-33-071,Paterwa,Bara,Central,0.11,0.04,4.93,7.20,6.06,0.30,0.6169,Medium-Low
W-LUM-48-015,Devachuli,Nawalparasi,Western,0.08,0.08,5.61,3.51,4.56,0.30,0.6164,Medium-Low
C-NAR-33-031,Dewapur,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.30,0.6152,Medium-Low
C-JAN-17-093,Suganikash,Dhanusa,Central,0.10,0.04,4.78,7.70,6.24,0.30,0.6149,Medium-Low
C-JAN-17-027,DeuriParbaha,Dhanusa,Central,0.10,0.04,4.78,7.70,6.24,0.30,0.6144,Medium-Low
C-JAN-17-096,ThillaYaduwa,Dhanusa,Central,0.12,0.04,4.78,7.70,6.24,0.30,0.6144,Medium-Low
C-NAR-32-007,Bairiya,Rautahat,Central,0.08,0.05,4.38,9.14,6.76,0.30,0.6132,Medium-Low
W-LUM-49-062,ShankarNagar,Rupandehi,Western,0.02,0.23,7.81,2.95,5.38,0.30,0.6131,Medium-Low
C-NAR-33-057,Kudawa,Bara,Central,0.10,0.04,4.93,7.20,6.06,0.30,0.6116,Medium-Low
W-LUM-48-062,Rupauliya,Nawalparasi,Western,0.07,0.09,5.61,3.51,4.56,0.30,0.6115,Medium-Low
W-GAN-37-045,Parewadada,Lamjung,Western,0.21,0.03,5.98,3.20,4.59,0.30,0.6110,Medium-Low
W-LUM-49-068,Suryapura,Rupandehi,Western,0.02,0.21,7.81,2.95,5.38,0.30,0.6108,Medium-Low
E-SAG-16-011,Belaha,Siraha,Eastern,0.07,0.06,3.06,7.97,5.52,0.30,0.6103,Medium-Low
C-NAR-32-014,Bhediyahi,Rautahat,Central,0.11,0.04,4.38,9.14,6.76,0.30,0.6101,Medium-Low
C-JAN-19-001,Achalgadh,Sarlahi,Central,0.11,0.04,4.21,8.35,6.28,0.30,0.6093,Medium-Low
C-NAR-33-036,Gadhahal,Bara,Central,0.13,0.03,4.93,7.20,6.06,0.30,0.6086,Medium-Low
C-JAN-17-054,KhajuriChanha,Dhanusa,Central,0.07,0.06,4.78,7.70,6.24,0.30,0.6083,Medium-Low
C-JAN-17-022,Bisarbhora,Dhanusa,Central,0.08,0.05,4.78,7.70,6.24,0.30,0.6082,Medium-Low
C-JAN-22-037,Mali,Dolakha,Central,0.14,0.03,7.53,5.86,6.70,0.30,0.6063,Medium-Low
E-SAG-16-035,FulkahaKati,Siraha,Eastern,0.04,0.11,3.06,7.97,5.52,0.30,0.6057,Medium-Low
C-NAR-34-028,Gamhariya,Parsa,Central,0.11,0.04,4.85,6.07,5.46,0.29,0.6044,Medium-Low
C-NAR-33-001,Amarpatti,Bara,Central,0.11,0.04,4.93,7.20,6.06,0.29,0.6043,Medium-Low
C-JAN-17-098,TulsiyahiNikas,Dhanusa,Central,0.09,0.05,4.78,7.70,6.24,0.29,0.6042,Medium-Low
C-NAR-33-091,ShreenagarBairiya,Bara,Central,0.09,0.05,4.93,7.20,6.06,0.29,0.6041,Medium-Low
W-GAN-37-001,Archalbot,Lamjung,Western,0.34,0.02,5.98,3.20,4.59,0.29,0.6041,Medium-Low
W-LUM-49-032,Kamahariya,Rupandehi,Western,0.02,0.20,7.81,2.95,5.38,0.29,0.6039,Medium-Low
E-SAG-15-097,RajbirajN. P.,Saptari,Eastern,0.02,0.39,1.17,6.67,3.92,0.29,0.6039,Medium-Low
W-GAN-37-042,Nauthar,Lamjung,Western,0.24,0.02,5.98,3.20,4.59,0.29,0.6034,Medium-Low
C-NAR-34-037,Janakitala,Parsa,Central,0.10,0.05,4.85,6.07,5.46,0.29,0.6029,Medium-Low
C-NAR-32-031,Gangapipara,Rautahat,Central,0.11,0.03,4.38,9.14,6.76,0.29,0.6029,Medium-Low
W-LUM-48-048,Panchanagar,Nawalparasi,Western,0.05,0.10,5.61,3.51,4.56,0.29,0.6000,Medium-Low
C-JAN-17-001,Andupatti,Dhanusa,Central,0.11,0.04,4.78,7.70,6.24,0.29,0.5998,Medium-Low
C-NAR-32-064,Mudwalawa,Rautahat,Central,0.08,0.04,4.38,9.14,6.76,0.29,0.5988,Medium-Low
C-NAR-33-076,PiparaSimara,Bara,Central,0.10,0.04,4.93,7.20,6.06,0.29,0.5986,Medium-Low
C-JAN-17-036,Ekarahi,Dhanusa,Central,0.08,0.05,4.78,7.70,6.24,0.29,0.5985,Medium-Low
C-NAR-34-052,Mikhampur,Parsa,Central,0.10,0.05,4.85,6.07,5.46,0.29,0.5984,Medium-Low
E-SAG-16-104,Sukhipur,Siraha,Eastern,0.04,0.10,3.06,7.97,5.52,0.29,0.5968,Medium-Low
W-LUM-48-029,Jamuniya,Nawalparasi,Western,0.06,0.09,5.61,3.51,4.56,0.29,0.5964,Low
E-SAG-16-078,Media,Siraha,Eastern,0.10,0.04,3.06,7.97,5.52,0.29,0.5964,Low
W-LUM-48-023,Guthi Prasauni,Nawalparasi,Western,0.07,0.08,5.61,3.51,4.56,0.29,0.5963,Low
C-JAN-19-085,Rohuwa,Sarlahi,Central,0.12,0.03,4.21,8.35,6.28,0.29,0.5962,Low
C-NAR-34-016,Bhisawa,Parsa,Central,0.08,0.06,4.85,6.07,5.46,0.29,0.5949,Low
C-JAN-20-046,Sirthouli,Sindhuli,Central,0.05,0.08,5.19,6.55,5.87,0.29,0.5936,Low
E-SAG-16-091,RampurBirta,Siraha,Eastern,0.09,0.05,3.06,7.97,5.52,0.29,0.5930,Low
C-NAR-32-018,Brahmapuri,Rautahat,Central,0.08,0.04,4.38,9.14,6.76,0.29,0.5927,Low
C-NAR-34-031,Hariharpur,Parsa,Central,0.09,0.05,4.85,6.07,5.46,0.29,0.5926,Low
C-NAR-33-077,PiparpatiParchrouwa,Bara,Central,0.08,0.05,4.93,7.20,6.06,0.29,0.5925,Low
C-JAN-17-045,Hathipurharbara,Dhanusa,Central,0.09,0.04,4.78,7.70,6.24,0.29,0.5924,Low
W-LUM-48-045,NayaBelhani,Nawalparasi,Western,0.04,0.13,5.61,3.51,4.56,0.29,0.5922,Low
C-JAN-17-014,Basbitti,Dhanusa,Central,0.13,0.03,4.78,7.70,6.24,0.29,0.5920,Low
C-JAN-21-052,Sunarpani,Ramechhap,Central,0.17,0.02,7.16,6.06,6.61,0.29,0.5918,Low
C-NAR-34-069,ShankarSaraiya,Parsa,Central,0.11,0.04,4.85,6.07,5.46,0.29,0.5915,Low
W-LUM-48-049,Prasauni,Nawalparasi,Western,0.08,0.06,5.61,3.51,4.56,0.29,0.5915,Low
C-JAN-17-076,Pachaharwa,Dhanusa,Central,0.10,0.04,4.78,7.70,6.24,0.29,0.5880,Low
C-NAR-33-069,PakadiyaChikani,Bara,Central,0.08,0.05,4.93,7.20,6.06,0.29,0.5877,Low
C-NAR-34-036,Jaiamangalapur,Parsa,Central,0.08,0.06,4.85,6.07,5.46,0.29,0.5870,Low
C-NAR-32-025,Dumriya(Paroha),Rautahat,Central,0.08,0.04,4.38,9.14,6.76,0.29,0.5851,Low
E-SAG-16-094,Sarswar,Siraha,Eastern,0.07,0.06,3.06,7.97,5.52,0.29,0.5848,Low
C-NAR-33-005,Babuain,Bara,Central,0.11,0.04,4.93,7.20,6.06,0.28,0.5842,Low
C-NAR-34-025,Dhaubini,Parsa,Central,0.08,0.05,4.85,6.07,5.46,0.28,0.5836,Low
C-BAG-29-016,Thuman,Rasuwa,Central,0.39,0.01,5.46,7.86,6.66,0.28,0.5830,Low
W-GAN-38-042,ShambuBhagawatipur,Tanahu,Western,0.06,0.07,6.43,4.04,5.24,0.28,0.5814,Low
C-NAR-34-055,Nagardaha,Parsa,Central,0.11,0.04,4.85,6.07,5.46,0.28,0.5808,Low
W-LUM-48-052,Pratappur,Nawalparasi,Western,0.07,0.08,5.61,3.51,4.56,0.28,0.5801,Low
C-NAR-34-017,Bijbaniya,Parsa,Central,0.11,0.04,4.85,6.07,5.46,0.28,0.5788,Low
C-NAR-33-060,Madhurijabdi,Bara,Central,0.11,0.03,4.93,7.20,6.06,0.28,0.5778,Low
C-BAG-28-003,Barsunchet,Nuwakot,Central,0.87,0.00,5.91,5.85,5.88,0.28,0.5776,Low
C-NAR-33-025,Bishunpur,Bara,Central,0.08,0.04,4.93,7.20,6.06,0.28,0.5774,Low
C-JAN-17-074,Nanupatti,Dhanusa,Central,0.10,0.04,4.78,7.70,6.24,0.28,0.5773,Low
E-SAG-16-038,Gautari,Siraha,Eastern,0.11,0.04,3.06,7.97,5.52,0.28,0.5770,Low
E-SAG-16-045,Inarwa,Siraha,Eastern,0.03,0.12,3.06,7.97,5.52,0.28,0.5769,Low
C-JAN-18-056,Pigouna,Mahottari,Central,0.09,0.04,4.33,8.62,6.48,0.28,0.5739,Low
E-SAG-16-028,Chikana,Siraha,Eastern,0.11,0.04,3.06,7.97,5.52,0.28,0.5734,Low
C-NAR-34-026,Dhore,Parsa,Central,0.08,0.05,4.85,6.07,5.46,0.28,0.5724,Low
C-JAN-19-023,Chhatona,Sarlahi,Central,0.10,0.03,4.21,8.35,6.28,0.28,0.5721,Low
E-SAG-16-042,Hanumannagar,Siraha,Eastern,0.06,0.07,3.06,7.97,5.52,0.28,0.5718,Low
C-NAR-33-016,Batara,Bara,Central,0.09,0.04,4.93,7.20,6.06,0.28,0.5715,Low
C-JAN-17-064,Mahuwa(Pra.Khe),Dhanusa,Central,0.07,0.05,4.78,7.70,6.24,0.28,0.5714,Low
E-SAG-16-099,SitapurPra.Da.,Siraha,Eastern,0.06,0.06,3.06,7.97,5.52,0.28,0.5707,Low
W-LUM-48-028,Jahada,Nawalparasi,Western,0.05,0.09,5.61,3.51,4.56,0.28,0.5696,Low
E-SAG-16-073,Majhauliya,Siraha,Eastern,0.08,0.05,3.06,7.97,5.52,0.28,0.5694,Low
C-JAN-17-080,Puspalpur,Dhanusa,Central,0.13,0.03,4.78,7.70,6.24,0.28,0.5691,Low
C-JAN-17-041,GothKohelpur,Dhanusa,Central,0.09,0.04,4.78,7.70,6.24,0.28,0.5691,Low
E-KOS-06-026,InaruwaN .P.,Sunsari,Eastern,0.01,0.29,5.04,6.06,5.55,0.28,0.5663,Low
E-SAG-16-047,ItariParsahi,Siraha,Eastern,0.09,0.04,3.06,7.97,5.52,0.28,0.5659,Low
W-LUM-49-022,Dudharakchhe,Rupandehi,Western,0.02,0.20,7.81,2.95,5.38,0.28,0.5657,Low
E-SAG-16-024,ChandraAyodhyapur,Siraha,Eastern,0.05,0.07,3.06,7.97,5.52,0.28,0.5654,Low
C-NAR-34-066,Sabaithawa,Parsa,Central,0.08,0.05,4.85,6.07,5.46,0.28,0.5651,Low
W-LUM-48-069,Swathi,Nawalparasi,Western,0.04,0.11,5.61,3.51,4.56,0.28,0.5650,Low
C-NAR-33-017,Beldari,Bara,Central,0.07,0.05,4.93,7.20,6.06,0.28,0.5644,Low
C-NAR-33-094,Sisahaniya,Bara,Central,0.10,0.03,4.93,7.20,6.06,0.28,0.5644,Low
C-NAR-34-065,Ramnagari,Parsa,Central,0.11,0.03,4.85,6.07,5.46,0.27,0.5638,Low
W-LUM-49-064,Sikatahan,Rupandehi,Western,0.04,0.11,7.81,2.95,5.38,0.27,0.5628,Low
C-JAN-21-038,Okhreni,Ramechhap,Central,0.09,0.04,7.16,6.06,6.61,0.27,0.5620,Low
E-SAG-16-055,Kalyanpurkalabanzar,Siraha,Eastern,0.11,0.03,3.06,7.97,5.52,0.27,0.5600,Low
E-KOS-06-036,Mahendranagar,Sunsari,Eastern,0.02,0.24,5.04,6.06,5.55,0.27,0.5596,Low
C-NAR-34-079,Surjaha,Parsa,Central,0.09,0.04,4.85,6.07,5.46,0.27,0.5592,Low
C-NAR-34-053,Mirjapur,Parsa,Central,0.09,0.04,4.85,6.07,5.46,0.27,0.5578,Low
C-JAN-17-060,Lakkad,Dhanusa,Central,0.08,0.04,4.78,7.70,6.24,0.27,0.5567,Low
C-NAR-32-054,LaxmipurBelbichawa,Rautahat,Central,0.08,0.04,4.38,9.14,6.76,0.27,0.5563,Low
C-JAN-21-013,Deurali,Ramechhap,Central,0.09,0.03,7.16,6.06,6.61,0.27,0.5551,Low
E-SAG-16-076,MalhaniyaKhori,Siraha,Eastern,0.09,0.04,3.06,7.97,5.52,0.27,0.5550,Low
C-NAR-33-089,Rauwahi,Bara,Central,0.09,0.04,4.93,7.20,6.06,0.27,0.5548,Low
E-SAG-16-083,Navarajpur,Siraha,Eastern,0.04,0.09,3.06,7.97,5.52,0.27,0.5544,Low
C-NAR-34-070,Sedhawa,Parsa,Central,0.11,0.03,4.85,6.07,5.46,0.27,0.5543,Low
C-JAN-18-054,ParsaPateli,Mahottari,Central,0.08,0.04,4.33,8.62,6.48,0.27,0.5531,Low
C-NAR-34-081,TulasiBarba,Parsa,Central,0.08,0.04,4.85,6.07,5.46,0.27,0.5528,Low
W-LUM-48-066,Somani,Nawalparasi,Western,0.06,0.07,5.61,3.51,4.56,0.27,0.5523,Low
C-JAN-21-011,Chuchure,Ramechhap,Central,0.11,0.03,7.16,6.06,6.61,0.27,0.5491,Low
C-NAR-34-041,Lahawarthakari,Parsa,Central,0.08,0.04,4.85,6.07,5.46,0.27,0.5480,Low
W-LUM-49-027,Gonaha,Rupandehi,Western,0.03,0.14,7.81,2.95,5.38,0.27,0.5469,Low
W-LUM-48-010,Bulingtar,Nawalparasi,Western,0.11,0.04,5.61,3.51,4.56,0.27,0.5466,Low
C-NAR-33-008,Bagahi,Bara,Central,0.09,0.04,4.93,7.20,6.06,0.27,0.5466,Low
C-JAN-17-059,Lakhouri,Dhanusa,Central,0.10,0.03,4.78,7.70,6.24,0.27,0.5465,Low
